game,team,side,inning,half,run_diff,pid,pitches,endurance,toast,budget_remaining,budget_pct,max_budget,home_team,away_team,home_score,away_score
2025-04-16,home,home,2,bottom,0,p-home-15,51,71,9.0,80.3,0.6,131.3,home,away,1,2
2025-04-16,away,away,2,top,0,p-away-15,32,89,-4.0,132.7,0.8,164.7,home,away,1,2
2025-04-16,away,away,2,top,0,p-away-15,41,89,-5.0,123.7,0.8,164.7,home,away,1,2
2025-04-16,away,away,2,top,0,p-away-15,45,89,-4.0,119.7,0.7,164.7,home,away,1,2
2025-04-16,away,away,2,top,0,p-away-15,51,89,-3.0,113.7,0.7,164.7,home,away,1,2
2025-04-16,away,away,2,top,0,p-away-15,55,89,-5.0,109.7,0.7,164.7,home,away,1,2
2025-04-16,home,home,3,bottom,0,p-home-15,56,71,13.0,75.3,0.6,131.3,home,away,1,2
2025-04-16,home,home,3,bottom,0,p-home-15,60,71,13.0,71.3,0.5,131.3,home,away,1,2
2025-04-16,home,home,3,bottom,0,p-home-15,68,71,11.0,63.3,0.5,131.3,home,away,1,2
2025-04-16,home,home,3,bottom,0,p-home-15,77,71,10.0,54.3,0.4,131.3,home,away,1,2
2025-04-16,away,away,3,top,0,p-away-15,60,89,-4.0,104.7,0.6,164.7,home,away,1,2
2025-04-16,away,away,3,top,0,p-away-15,66,89,-3.0,98.7,0.6,164.7,home,away,1,2
2025-04-16,away,away,3,top,0,p-away-15,74,89,0.0,90.7,0.6,164.7,home,away,1,2
2025-04-16,away,away,3,top,0,p-away-15,80,89,-2.0,84.7,0.5,164.7,home,away,1,2
2025-04-17,home,home,1,bottom,0,p-home-16,0,92,0.0,170.2,1.0,170.2,home,away,2,9
2025-04-17,home,home,1,bottom,0,p-home-16,7,92,0.0,163.2,1.0,170.2,home,away,2,9
2025-04-17,home,home,1,bottom,0,p-home-16,12,92,1.0,158.2,0.9,170.2,home,away,2,9
2025-04-17,home,home,1,bottom,0,p-home-16,17,92,2.0,153.2,0.9,170.2,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,0,97,0.0,179.5,1.0,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,5,97,0.0,174.5,1.0,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,12,97,-2.0,167.5,0.9,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,17,97,-5.0,162.5,0.9,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,21,97,-4.0,158.5,0.9,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,25,97,-3.0,154.5,0.9,179.5,home,away,2,9
2025-04-17,away,away,1,top,0,p-away-16,29,97,-5.0,150.5,0.8,179.5,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,24,92,8.0,146.2,0.9,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,28,92,8.0,142.2,0.8,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,37,92,6.0,133.2,0.8,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,41,92,6.0,129.2,0.8,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,46,92,7.0,124.2,0.7,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,0,p-home-16,50,92,7.0,120.2,0.7,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,1,p-home-16,55,92,3.0,115.2,0.7,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,1,p-home-16,59,92,1.0,111.2,0.7,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,1,p-home-16,64,92,2.0,106.2,0.6,170.2,home,away,2,9
2025-04-17,home,home,2,bottom,1,p-home-16,68,92,0.0,102.2,0.6,170.2,home,away,2,9
2025-04-17,away,away,2,top,-1,p-away-16,35,97,-2.0,144.5,0.8,179.5,home,away,2,9
2025-04-17,away,away,2,top,-1,p-away-16,38,97,-1.0,141.5,0.8,179.5,home,away,2,9
2025-04-17,away,away,2,top,-1,p-away-16,43,97,-3.0,136.5,0.8,179.5,home,away,2,9
2025-04-17,away,away,2,top,-1,p-away-16,48,97,-2.0,131.5,0.7,179.5,home,away,2,9
2025-04-17,away,away,2,top,-1,p-away-16,52,97,-4.0,127.5,0.7,179.5,home,away,2,9
2025-04-17,home,home,3,bottom,1,p-home-16,77,92,3.0,93.2,0.5,170.2,home,away,2,9
2025-04-17,home,home,3,bottom,1,p-home-16,85,92,6.0,85.2,0.5,170.2,home,away,2,9
2025-04-17,away,away,3,top,-2,p-away-16,58,97,-5.0,121.5,0.7,179.5,home,away,2,9
2025-04-17,away,away,3,top,-2,p-away-16,62,97,-4.0,117.5,0.7,179.5,home,away,2,9
2025-04-17,away,away,3,top,-2,p-away-16,70,97,-1.0,109.5,0.6,179.5,home,away,2,9
2025-04-17,away,away,3,top,-2,p-away-16,76,97,-1.0,103.5,0.6,179.5,home,away,2,9
2025-04-17,away,away,3,top,-2,p-away-16,83,97,-3.0,96.5,0.5,179.5,home,away,2,9
2025-04-17,away,away,4,top,-2,p-away-16,89,97,-2.0,90.5,0.5,179.5,home,away,2,9
2025-04-18,home,home,1,bottom,0,p-home-17,0,79,0.0,146.2,1.0,146.2,home,away,5,6
2025-04-18,home,home,1,bottom,0,p-home-17,8,79,-2.0,138.2,0.9,146.2,home,away,5,6
2025-04-18,home,home,1,bottom,0,p-home-17,14,79,-1.0,132.2,0.9,146.2,home,away,5,6
2025-04-18,home,home,1,bottom,0,p-home-17,18,79,-1.0,128.2,0.9,146.2,home,away,5,6
2025-04-18,home,home,1,bottom,0,p-home-17,22,79,0.0,124.2,0.8,146.2,home,away,5,6
2025-04-18,away,away,1,top,0,p-away-17,0,99,0.0,183.2,1.0,183.2,home,away,5,6
2025-04-18,away,away,1,top,0,p-away-17,9,99,-1.0,174.2,1.0,183.2,home,away,5,6
2025-04-18,away,away,1,top,0,p-away-17,16,99,-2.0,167.2,0.9,183.2,home,away,5,6
2025-04-18,away,away,1,top,0,p-away-17,20,99,-1.0,163.2,0.9,183.2,home,away,5,6
2025-04-18,home,home,2,bottom,0,p-home-17,28,79,1.0,118.2,0.8,146.2,home,away,5,6
2025-04-18,home,home,2,bottom,0,p-home-17,33,79,2.0,113.2,0.8,146.2,home,away,5,6
2025-04-18,home,home,2,bottom,0,p-home-17,38,79,0.0,108.2,0.7,146.2,home,away,5,6
2025-04-18,home,home,2,bottom,0,p-home-17,45,79,3.0,101.2,0.7,146.2,home,away,5,6
2025-04-18,away,away,2,top,0,p-away-17,26,99,-3.0,157.2,0.9,183.2,home,away,5,6
2025-04-18,away,away,2,top,0,p-away-17,30,99,-2.0,153.2,0.8,183.2,home,away,5,6
2025-04-18,away,away,2,top,0,p-away-17,34,99,-1.0,149.2,0.8,183.2,home,away,5,6
2025-04-18,home,home,3,bottom,0,p-home-17,53,79,6.0,93.2,0.6,146.2,home,away,5,6
2025-04-18,home,home,3,bottom,0,p-home-17,58,79,7.0,88.2,0.6,146.2,home,away,5,6
2025-04-18,home,home,3,bottom,0,p-home-17,62,79,5.0,84.2,0.6,146.2,home,away,5,6
2025-04-18,home,home,3,bottom,0,p-home-17,65,79,5.0,81.2,0.6,146.2,home,away,5,6
2025-04-18,home,home,3,bottom,0,p-home-17,70,79,6.0,76.2,0.5,146.2,home,away,5,6
2025-04-18,away,away,3,top,0,p-away-17,41,99,5.0,142.2,0.8,183.2,home,away,5,6
2025-04-18,away,away,3,top,0,p-away-17,47,99,6.0,136.2,0.7,183.2,home,away,5,6
2025-04-18,away,away,3,top,0,p-away-17,56,99,9.0,127.2,0.7,183.2,home,away,5,6
2025-04-18,away,away,4,top,-2,p-away-17,61,99,17.0,122.2,0.7,183.2,home,away,5,6
2025-04-18,away,away,4,top,-2,p-away-17,68,99,15.0,115.2,0.6,183.2,home,away,5,6
2025-04-18,away,away,4,top,-2,p-away-17,74,99,12.0,109.2,0.6,183.2,home,away,5,6
2025-04-18,away,away,4,top,-2,p-away-17,78,99,13.0,105.2,0.6,183.2,home,away,5,6
2025-04-18,away,away,4,top,-2,p-away-17,83,99,14.0,100.2,0.5,183.2,home,away,5,6
2025-04-19,home,home,1,bottom,0,p-home-18,0,83,0.0,153.6,1.0,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,0,p-home-18,5,83,1.0,148.6,1.0,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,0,p-home-18,10,83,-1.0,143.6,0.9,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,0,p-home-18,18,83,-1.0,135.6,0.9,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,1,p-home-18,22,83,-7.0,131.6,0.9,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,1,p-home-18,31,83,-8.0,122.6,0.8,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,1,p-home-18,36,83,-10.0,117.6,0.8,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,2,p-home-18,44,83,-15.0,109.6,0.7,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,3,p-home-18,49,83,-19.0,104.6,0.7,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,3,p-home-18,54,83,-18.0,99.6,0.6,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,3,p-home-18,58,83,-18.0,95.6,0.6,153.6,home,away,2,9
2025-04-19,home,home,1,bottom,4,p-home-18,66,83,-23.0,87.6,0.6,153.6,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,0,75,8.0,138.8,1.0,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,4,75,6.0,134.8,1.0,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,8,75,3.0,130.8,0.9,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,15,75,6.0,123.8,0.9,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,24,75,5.0,114.8,0.8,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,30,75,3.0,108.8,0.8,138.8,home,away,2,9
2025-04-19,away,away,1,top,-4,p-away-18,35,75,4.0,103.8,0.7,138.8,home,away,2,9
2025-04-19,away,away,1,top,-3,p-away-18,43,75,-1.0,95.8,0.7,138.8,home,away,2,9
2025-04-19,home,home,2,bottom,3,p-home-18,71,83,-20.0,82.6,0.5,153.6,home,away,2,9
2025-04-19,home,home,2,bottom,3,p-home-18,77,83,-21.0,76.6,0.5,153.6,home,away,2,9
2025-04-19,away,away,2,top,-5,p-away-18,47,75,4.0,91.8,0.7,138.8,home,away,2,9
2025-04-19,away,away,2,top,-5,p-away-18,51,75,5.0,87.8,0.6,138.8,home,away,2,9
2025-04-19,away,away,2,top,-5,p-away-18,57,75,8.0,81.8,0.6,138.8,home,away,2,9
2025-04-19,away,away,2,top,-5,p-away-18,61,75,6.0,77.8,0.6,138.8,home,away,2,9
2025-04-19,away,away,2,top,-5,p-away-18,64,75,6.0,74.8,0.5,138.8,home,away,2,9
2025-04-20,home,home,1,bottom,0,p-home-19,0,85,0.0,157.2,1.0,157.2,home,away,5,7
2025-04-20,home,home,1,bottom,0,p-home-19,4,85,1.0,153.2,1.0,157.2,home,away,5,7
2025-04-20,home,home,1,bottom,0,p-home-19,9,85,-1.0,148.2,0.9,157.2,home,away,5,7
2025-04-20,home,home,1,bottom,0,p-home-19,17,85,-4.0,140.2,0.9,157.2,home,away,5,7
2025-04-20,home,home,1,bottom,0,p-home-19,22,85,-3.0,135.2,0.9,157.2,home,away,5,7
2025-04-20,away,away,1,top,0,p-away-19,0,74,0.0,136.9,1.0,136.9,home,away,5,7
2025-04-20,away,away,1,top,0,p-away-19,4,74,-2.0,132.9,1.0,136.9,home,away,5,7
2025-04-20,away,away,1,top,0,p-away-19,8,74,-5.0,128.9,0.9,136.9,home,away,5,7
2025-04-20,away,away,1,top,0,p-away-19,14,74,-8.0,122.9,0.9,136.9,home,away,5,7
2025-04-20,away,away,1,top,1,p-away-19,21,74,-13.0,115.9,0.8,136.9,home,away,5,7
2025-04-20,away,away,1,top,1,p-away-19,24,74,-12.0,112.9,0.8,136.9,home,away,5,7
2025-04-20,away,away,1,top,1,p-away-19,28,74,-12.0,108.9,0.8,136.9,home,away,5,7
2025-04-20,away,away,1,top,1,p-away-19,33,74,-14.0,103.9,0.8,136.9,home,away,5,7
2025-04-20,away,away,1,top,1,p-away-19,38,74,-13.0,98.9,0.7,136.9,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,26,85,0.0,131.2,0.8,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,32,85,1.0,125.2,0.8,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,36,85,2.0,121.2,0.8,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,40,85,0.0,117.2,0.7,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,45,85,-3.0,112.2,0.7,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,48,85,-3.0,109.2,0.7,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,55,85,-5.0,102.2,0.7,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,59,85,-5.0,98.2,0.6,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,64,85,-5.0,93.2,0.6,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,68,85,-7.0,89.2,0.6,157.2,home,away,5,7
2025-04-20,home,home,2,bottom,-1,p-home-19,76,85,-7.0,81.2,0.5,157.2,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,43,74,-10.0,93.9,0.7,136.9,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,47,74,-9.0,89.9,0.7,136.9,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,52,74,-8.0,84.9,0.6,136.9,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,60,74,-9.0,76.9,0.6,136.9,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,65,74,-11.0,71.9,0.5,136.9,home,away,5,7
2025-04-20,away,away,2,top,0,p-away-19,68,74,-11.0,68.9,0.5,136.9,home,away,5,7
2025-04-21,home,home,1,bottom,0,p-home-20,0,94,0.0,173.9,1.0,173.9,home,away,4,8
2025-04-21,home,home,1,bottom,0,p-home-20,3,94,1.0,170.9,1.0,173.9,home,away,4,8
2025-04-21,home,home,1,bottom,0,p-home-20,7,94,2.0,166.9,1.0,173.9,home,away,4,8
2025-04-21,home,home,1,bottom,0,p-home-20,11,94,2.0,162.9,0.9,173.9,home,away,4,8
2025-04-21,away,away,1,top,0,p-away-20,0,99,0.0,183.2,1.0,183.2,home,away,4,8
2025-04-21,away,away,1,top,0,p-away-20,4,99,0.0,179.2,1.0,183.2,home,away,4,8
2025-04-21,away,away,1,top,0,p-away-20,11,99,3.0,172.2,0.9,183.2,home,away,4,8
2025-04-21,away,away,1,top,0,p-away-20,16,99,3.0,167.2,0.9,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,20,99,-3.0,163.2,0.9,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,23,99,-3.0,160.2,0.9,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,28,99,-5.0,155.2,0.8,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,32,99,-5.0,151.2,0.8,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,37,99,-7.0,146.2,0.8,183.2,home,away,4,8
2025-04-21,away,away,1,top,1,p-away-20,44,99,-4.0,139.2,0.8,183.2,home,away,4,8
2025-04-21,home,home,2,bottom,-1,p-home-20,15,94,8.0,158.9,0.9,173.9,home,away,4,8
2025-04-21,home,home,2,bottom,-1,p-home-20,19,94,9.0,154.9,0.9,173.9,home,away,4,8
2025-04-21,home,home,2,bottom,-1,p-home-20,23,94,10.0,150.9,0.9,173.9,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,49,99,-3.0,134.2,0.7,183.2,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,57,99,-4.0,126.2,0.7,183.2,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,61,99,-3.0,122.2,0.7,183.2,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,64,99,-2.0,119.2,0.7,183.2,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,70,99,-4.0,113.2,0.6,183.2,home,away,4,8
2025-04-21,away,away,2,top,1,p-away-20,77,99,-7.0,106.2,0.6,183.2,home,away,4,8
2025-04-21,away,away,2,top,2,p-away-20,83,99,-14.0,100.2,0.5,183.2,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,27,94,16.0,146.9,0.8,173.9,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,31,94,14.0,142.9,0.8,173.9,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,35,94,15.0,138.9,0.8,173.9,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,44,94,14.0,129.9,0.7,173.9,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,50,94,14.0,123.9,0.7,173.9,home,away,4,8
2025-04-21,home,home,3,bottom,-2,p-home-20,55,94,15.0,118.9,0.7,173.9,home,away,4,8
2025-04-21,home,home,4,bottom,-2,p-home-20,61,94,16.0,112.9,0.6,173.9,home,away,4,8
2025-04-21,home,home,4,bottom,-2,p-home-20,65,94,14.0,108.9,0.6,173.9,home,away,4,8
2025-04-21,home,home,4,bottom,-2,p-home-20,69,94,11.0,104.9,0.6,173.9,home,away,4,8
2025-04-21,home,home,4,bottom,-2,p-home-20,74,94,8.0,99.9,0.6,173.9,home,away,4,8
2025-04-21,home,home,4,bottom,-2,p-home-20,83,94,5.0,90.9,0.5,173.9,home,away,4,8
2025-04-22,home,home,1,bottom,0,p-home-21,0,99,0.0,183.2,1.0,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,5,99,-2.0,178.2,1.0,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,12,99,-5.0,171.2,0.9,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,16,99,-8.0,167.2,0.9,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,23,99,-9.0,160.2,0.9,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,31,99,-6.0,152.2,0.8,183.2,home,away,1,0
2025-04-22,home,home,1,bottom,0,p-home-21,35,99,-5.0,148.2,0.8,183.2,home,away,1,0
2025-04-22,away,away,1,top,0,p-away-21,0,98,0.0,181.3,1.0,181.3,home,away,1,0
2025-04-22,away,away,1,top,0,p-away-21,5,98,1.0,176.3,1.0,181.3,home,away,1,0
2025-04-22,away,away,1,top,0,p-away-21,9,98,-1.0,172.3,1.0,181.3,home,away,1,0
2025-04-22,away,away,1,top,0,p-away-21,13,98,-4.0,168.3,0.9,181.3,home,away,1,0
2025-04-22,away,away,1,top,0,p-away-21,22,98,-5.0,159.3,0.9,181.3,home,away,1,0
2025-04-22,away,away,1,top,1,p-away-21,31,98,-10.0,150.3,0.8,181.3,home,away,1,0
2025-04-22,away,away,1,top,1,p-away-21,37,98,-9.0,144.3,0.8,181.3,home,away,1,0
2025-04-22,away,away,1,top,1,p-away-21,45,98,-11.0,136.3,0.8,181.3,home,away,1,0
2025-04-22,away,away,1,top,1,p-away-21,49,98,-11.0,132.3,0.7,181.3,home,away,1,0
2025-04-22,home,home,2,bottom,-1,p-home-21,44,99,0.0,139.2,0.8,183.2,home,away,1,0
2025-04-22,home,home,2,bottom,-1,p-home-21,48,99,-2.0,135.2,0.7,183.2,home,away,1,0
2025-04-22,home,home,2,bottom,-1,p-home-21,52,99,-1.0,131.2,0.7,183.2,home,away,1,0
2025-04-22,home,home,2,bottom,-1,p-home-21,57,99,0.0,126.2,0.7,183.2,home,away,1,0
2025-04-22,away,away,2,top,1,p-away-21,53,98,-10.0,128.3,0.7,181.3,home,away,1,0
2025-04-22,away,away,2,top,1,p-away-21,60,98,-12.0,121.3,0.7,181.3,home,away,1,0
2025-04-22,away,away,2,top,1,p-away-21,66,98,-9.0,115.3,0.6,181.3,home,away,1,0
2025-04-22,away,away,2,top,1,p-away-21,70,98,-8.0,111.3,0.6,181.3,home,away,1,0
2025-04-22,home,home,3,bottom,-1,p-home-21,60,99,1.0,123.2,0.7,183.2,home,away,1,0
2025-04-22,home,home,3,bottom,-1,p-home-21,65,99,2.0,118.2,0.6,183.2,home,away,1,0
2025-04-22,home,home,3,bottom,-1,p-home-21,72,99,1.0,111.2,0.6,183.2,home,away,1,0
2025-04-22,home,home,3,bottom,-1,p-home-21,77,99,2.0,106.2,0.6,183.2,home,away,1,0
2025-04-22,home,home,3,bottom,-1,p-home-21,85,99,1.0,98.2,0.5,183.2,home,away,1,0
2025-04-22,away,away,3,top,1,p-away-21,74,98,-7.0,107.3,0.6,181.3,home,away,1,0
2025-04-22,away,away,3,top,1,p-away-21,83,98,-4.0,98.3,0.5,181.3,home,away,1,0
2025-04-22,away,away,3,top,1,p-away-21,91,98,-1.0,90.3,0.5,181.3,home,away,1,0
2025-04-23,home,home,1,bottom,0,p-home-22,0,88,0.0,162.8,1.0,162.8,home,away,2,7
2025-04-23,home,home,1,bottom,0,p-home-22,3,88,0.0,159.8,1.0,162.8,home,away,2,7
2025-04-23,home,home,1,bottom,0,p-home-22,8,88,0.0,154.8,1.0,162.8,home,away,2,7
2025-04-23,home,home,1,bottom,0,p-home-22,12,88,1.0,150.8,0.9,162.8,home,away,2,7
2025-04-23,home,home,1,bottom,0,p-home-22,16,88,2.0,146.8,0.9,162.8,home,away,2,7
2025-04-23,away,away,1,top,0,p-away-22,0,70,0.0,129.5,1.0,129.5,home,away,2,7
2025-04-23,away,away,1,top,0,p-away-22,3,70,1.0,126.5,1.0,129.5,home,away,2,7
2025-04-23,away,away,1,top,0,p-away-22,8,70,-1.0,121.5,0.9,129.5,home,away,2,7
2025-04-23,away,away,1,top,0,p-away-22,12,70,-4.0,117.5,0.9,129.5,home,away,2,7
2025-04-23,away,away,1,top,1,p-away-22,18,70,-8.0,111.5,0.9,129.5,home,away,2,7
2025-04-23,away,away,1,top,1,p-away-22,23,70,-7.0,106.5,0.8,129.5,home,away,2,7
2025-04-23,home,home,2,bottom,-1,p-home-22,20,88,8.0,142.8,0.9,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,-1,p-home-22,24,88,8.0,138.8,0.9,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,-1,p-home-22,28,88,6.0,134.8,0.8,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,-1,p-home-22,33,88,6.0,129.8,0.8,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,0,p-home-22,42,88,1.0,120.8,0.7,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,0,p-home-22,47,88,2.0,115.8,0.7,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,0,p-home-22,53,88,2.0,109.8,0.7,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,1,p-home-22,60,88,-3.0,102.8,0.6,162.8,home,away,2,7
2025-04-23,home,home,2,bottom,1,p-home-22,64,88,-2.0,98.8,0.6,162.8,home,away,2,7
2025-04-23,away,away,2,top,-1,p-away-22,29,70,-2.0,100.5,0.8,129.5,home,away,2,7
2025-04-23,away,away,2,top,-1,p-away-22,38,70,1.0,91.5,0.7,129.5,home,away,2,7
2025-04-23,away,away,2,top,-1,p-away-22,42,70,-1.0,87.5,0.7,129.5,home,away,2,7
2025-04-23,away,away,2,top,-1,p-away-22,49,70,2.0,80.5,0.6,129.5,home,away,2,7
2025-04-23,away,away,2,top,-1,p-away-22,58,70,1.0,71.5,0.6,129.5,home,away,2,7
2025-04-23,away,away,2,top,0,p-away-22,67,70,-5.0,62.5,0.5,129.5,home,away,2,7
2025-04-23,home,home,3,bottom,0,p-home-22,68,88,1.0,94.8,0.6,162.8,home,away,2,7
2025-04-23,home,home,3,bottom,0,p-home-22,73,88,2.0,89.8,0.6,162.8,home,away,2,7
2025-04-23,home,home,3,bottom,0,p-home-22,82,88,1.0,80.8,0.5,162.8,home,away,2,7
2025-04-23,away,away,3,top,0,p-away-22,71,70,-4.0,58.5,0.5,129.5,home,away,2,7
2025-04-23,away,away,3,top,0,p-away-22,75,70,-6.0,54.5,0.4,129.5,home,away,2,7
2025-04-24,home,home,1,bottom,0,p-home-23,0,75,0.0,138.8,1.0,138.8,home,away,2,0
2025-04-24,home,home,1,bottom,0,p-home-23,3,75,0.0,135.8,1.0,138.8,home,away,2,0
2025-04-24,home,home,1,bottom,0,p-home-23,6,75,1.0,132.8,1.0,138.8,home,away,2,0
2025-04-24,home,home,1,bottom,0,p-home-23,10,75,2.0,128.8,0.9,138.8,home,away,2,0
2025-04-24,home,home,1,bottom,0,p-home-23,17,75,0.0,121.8,0.9,138.8,home,away,2,0
2025-04-24,away,away,1,top,0,p-away-23,0,99,0.0,183.2,1.0,183.2,home,away,2,0
2025-04-24,away,away,1,top,0,p-away-23,6,99,1.0,177.2,1.0,183.2,home,away,2,0
2025-04-24,away,away,1,top,0,p-away-23,10,99,-1.0,173.2,0.9,183.2,home,away,2,0
2025-04-24,away,away,1,top,0,p-away-23,14,99,0.0,169.2,0.9,183.2,home,away,2,0
2025-04-24,home,home,2,bottom,0,p-home-23,21,75,1.0,117.8,0.8,138.8,home,away,2,0
2025-04-24,home,home,2,bottom,0,p-home-23,25,75,-1.0,113.8,0.8,138.8,home,away,2,0
2025-04-24,home,home,2,bottom,0,p-home-23,30,75,-4.0,108.8,0.8,138.8,home,away,2,0
2025-04-24,home,home,2,bottom,0,p-home-23,34,75,-3.0,104.8,0.8,138.8,home,away,2,0
2025-04-24,home,home,2,bottom,0,p-home-23,39,75,-2.0,99.8,0.7,138.8,home,away,2,0
2025-04-24,away,away,2,top,0,p-away-23,22,99,3.0,161.2,0.9,183.2,home,away,2,0
2025-04-24,away,away,2,top,0,p-away-23,26,99,1.0,157.2,0.9,183.2,home,away,2,0
2025-04-24,away,away,2,top,0,p-away-23,32,99,2.0,151.2,0.8,183.2,home,away,2,0
2025-04-24,away,away,2,top,0,p-away-23,36,99,3.0,147.2,0.8,183.2,home,away,2,0
2025-04-24,away,away,2,top,0,p-away-23,40,99,1.0,143.2,0.8,183.2,home,away,2,0
2025-04-24,home,home,3,bottom,0,p-home-23,44,75,-1.0,94.8,0.7,138.8,home,away,2,0
2025-04-24,home,home,3,bottom,0,p-home-23,47,75,0.0,91.8,0.7,138.8,home,away,2,0
2025-04-24,home,home,3,bottom,0,p-home-23,54,75,1.0,84.8,0.6,138.8,home,away,2,0
2025-04-24,away,away,3,top,0,p-away-23,45,99,2.0,138.2,0.8,183.2,home,away,2,0
2025-04-24,away,away,3,top,0,p-away-23,54,99,5.0,129.2,0.7,183.2,home,away,2,0
2025-04-24,away,away,3,top,0,p-away-23,60,99,6.0,123.2,0.7,183.2,home,away,2,0
2025-04-24,away,away,3,top,0,p-away-23,64,99,4.0,119.2,0.7,183.2,home,away,2,0
2025-04-24,home,home,4,bottom,0,p-home-23,60,75,7.0,78.8,0.6,138.8,home,away,2,0
2025-04-24,home,home,4,bottom,0,p-home-23,68,75,6.0,70.8,0.5,138.8,home,away,2,0
2025-04-24,home,home,4,bottom,0,p-home-23,74,75,7.0,64.8,0.5,138.8,home,away,2,0
2025-04-24,away,away,4,top,0,p-away-23,71,99,7.0,112.2,0.6,183.2,home,away,2,0
2025-04-24,away,away,4,top,0,p-away-23,75,99,7.0,108.2,0.6,183.2,home,away,2,0
